"Observer","Date","Year","TimeInitial","TimeFinal","DiveNumber_Transect","Country","Site","Location","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","Patch","Diameter_cm","Abundance","Condition","Diameter_cm_Corrected"
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","8",17,"1","",13
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","9",17,"1","",13
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","10",15,"1","",12
"RobertoVazquez","7/28/07","2007","12:10","12:55","1","Mexico","IslaNatividad","LaBarrita","Fished",14,14,14,"27.89728",-115.20606,"13",1,"Haliotiscorrugata","11",22,"1","",17
"RobertoVazquez","7/28/07","2007","13:50","14:48","2","Mexico","IslaNatividad","LaBarrita","Fished",6,7,NA,"27.89517",-115.20719,"17",6,"Haliotisfulgens","1",23,"1","",17
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","1",14,"1","",11
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","1",18,"1","",14
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","2",17,"1","",13
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","2",20,"1","",15
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","2",23,"1","",17
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","3",15,"1","",12
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","4",18,"1","",14
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","4",21,"1","",16
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","4",21,"1","",16
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","6",18,"1","",14
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","6",19,"1","",15
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","6",20,"1","",15
"RobertoVazquez","7/30/07","2007","10:00","10:49","3","Mexico","IslaNatividad","LaBarrita","Fished",12,12,12,"27.8975",-115.20922,"14",6,"Haliotiscorrugata","7",20,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","1",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","2",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","2",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","2",21,"1","",16
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","3",20,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","3",21,"1","",16
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","3",22,"1","",17
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","4",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","4",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","4",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","4",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","4",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","5",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","5",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","6",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","6",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","6",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","6",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","7",8,"1","",7
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","7",11,"1","",9
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","7",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","7",15,"1","",12
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","7",15,"1","",12
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","7",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","8",11,"1","",9
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","8",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","8",15,"1","",12
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","9",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","9",17,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","9",17,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","9",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",11,"1","",9
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",15,"1","",12
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",20,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",20,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","10",21,"1","",16
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","11",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","11",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","11",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","12",15,"1","",12
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","12",15,"1","",12
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","12",16,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","12",17,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","12",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",11,"1","",9
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",14,"1","",11
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",17,"1","",13
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",18,"1","",14
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",19,"1","",15
"RobertoVazquez","7/31/07","2007","11:18","11:45","4","Mexico","IslaNatividad","PuntaPrieta","Reserve",18,18,18,"27.89167",-115.19064,"17",8,"Haliotiscorrugata","13",20,"1","",15
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","1",24,"1","",18
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",7,"1","",6
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",19,"1","",15
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",22,"1","",17
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",24,"1","",18
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",25,"1","",19
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",26,"1","",20
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",26,"1","",20
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","2",27,"1","",20
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","3",8,"1","",7
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","3",23,"1","",17
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","3",26,"1","",20
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","4",22,"1","",17
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","5",21,"1","",16
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","6",8,"1","",7
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","6",26,"1","",20
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","7",24,"1","",18
"RobertoVazquez","8/1/07","2007","12:45","13:46","5","Mexico","IslaNatividad","Babencho","Fished",6,5,6,"27.86458",-115.18683,"18",3,"Haliotiscorrugata","7",26,"1","",20
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","1",11,"1","",9
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","2",14,"1","",11
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","2",14,"1","",11
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","3",17,"1","",13
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","4",12,"1","",10
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","4",15,"1","",12
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","4",20,"1","",15
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","4",20,"1","",15
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","5",9,"1","",8
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","5",6,"1","",5
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","5",18,"1","",14
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","6",10,"1","",8
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","6",14,"1","",11
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","6",17,"1","",13
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","7",13,"1","",10
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","7",17,"1","",13
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","8",18,"1","",14
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","8",18,"1","",14
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","8",20,"1","",15
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","9",7,"1","",6
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","9",13,"1","",10
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","9",15,"1","",12
"RobertoVazquez","8/1/07","2007","11:25","12:18","4","Mexico","IslaNatividad","Babencho","Fished",6,8,8,"27.86492",-115.18742,"18",6,"Haliotiscorrugata","10",15,"1","",12
